date,sensor,value,time
29-10-2018,GSR sensor, 362.00,10:58:52.314000
29-10-2018,Breath sensor, 628.00,10:58:52.332000
29-10-2018,Pulse sensor, 1579.00,10:58:52.800000
29-10-2018,GSR sensor, 359.00,10:58:52.815000
29-10-2018,Breath sensor, 636.00,10:58:52.892000
29-10-2018,Pulse sensor, 1675.00,10:58:53.300000
29-10-2018,GSR sensor, 355.00,10:58:53.315000
29-10-2018,Breath sensor, 628.00,10:58:53.392000
29-10-2018,Pulse sensor, 1584.00,10:58:53.799000
29-10-2018,GSR sensor, 356.00,10:58:53.814000
29-10-2018,Breath sensor, 628.00,10:58:53.831000
29-10-2018,Pulse sensor, 1779.00,10:58:54.300000
29-10-2018,GSR sensor, 358.00,10:58:54.314000
29-10-2018,Breath sensor, 632.00,10:58:54.331000
29-10-2018,Pulse sensor, 1491.00,10:58:54.800000
29-10-2018,GSR sensor, 352.00,10:58:54.814000
29-10-2018,Breath sensor, 633.00,10:58:54.831000
29-10-2018,Pulse sensor, 1778.00,10:58:55.299000
29-10-2018,GSR sensor, 352.00,10:58:55.315000
29-10-2018,Breath sensor, 629.00,10:58:55.333000
29-10-2018,Pulse sensor, 1520.00,10:58:55.800000
29-10-2018,GSR sensor, 345.00,10:58:55.861000
29-10-2018,Breath sensor, 630.00,10:58:55.878000
29-10-2018,Pulse sensor, 1712.00,10:58:56.299000
29-10-2018,GSR sensor, 345.00,10:58:56.314000
29-10-2018,Breath sensor, 632.00,10:58:56.381000
29-10-2018,Pulse sensor, 2283.00,10:58:56.798000
29-10-2018,GSR sensor, 352.00,10:58:56.815000
29-10-2018,Breath sensor, 632.00,10:58:56.833000
29-10-2018,Pulse sensor, 1633.00,10:58:57.299000
29-10-2018,GSR sensor, 333.00,10:58:57.316000
29-10-2018,Breath sensor, 630.00,10:58:57.335000
29-10-2018,Pulse sensor, 1763.00,10:58:57.799000
29-10-2018,GSR sensor, 320.00,10:58:57.872000
29-10-2018,Breath sensor, 625.00,10:58:57.890000
29-10-2018,Pulse sensor, 1599.00,10:58:58.299000
29-10-2018,GSR sensor, 313.00,10:58:58.314000
29-10-2018,Breath sensor, 632.00,10:58:58.334000
29-10-2018,Pulse sensor, 1855.00,10:58:58.798000
29-10-2018,GSR sensor, 312.00,10:58:58.815000
29-10-2018,Breath sensor, 628.00,10:58:58.832000
29-10-2018,Pulse sensor, 2003.00,10:58:59.297000
29-10-2018,GSR sensor, 320.00,10:58:59.314000
29-10-2018,Breath sensor, 629.00,10:58:59.332000
29-10-2018,Pulse sensor, 1687.00,10:58:59.798000
29-10-2018,GSR sensor, 314.00,10:58:59.814000
29-10-2018,Breath sensor, 630.00,10:58:59.831000
29-10-2018,Pulse sensor, 1742.00,10:59:00.299000
29-10-2018,GSR sensor, 320.00,10:59:00.372000
29-10-2018,Breath sensor, 633.00,10:59:00.390000
29-10-2018,Pulse sensor, 1587.00,10:59:00.799000
29-10-2018,GSR sensor, 320.00,10:59:00.815000
29-10-2018,Breath sensor, 629.00,10:59:00.831000
29-10-2018,Pulse sensor, 1767.00,10:59:01.298000
29-10-2018,GSR sensor, 320.00,10:59:01.313000
29-10-2018,Breath sensor, 632.00,10:59:01.330000
29-10-2018,Pulse sensor, 2330.00,10:59:01.799000
29-10-2018,GSR sensor, 320.00,10:59:01.814000
29-10-2018,Breath sensor, 628.00,10:59:01.830000
29-10-2018,Pulse sensor, 1606.00,10:59:02.299000
29-10-2018,GSR sensor, 320.00,10:59:02.314000
29-10-2018,Breath sensor, 624.00,10:59:02.391000
29-10-2018,Pulse sensor, 1742.00,10:59:02.799000
29-10-2018,GSR sensor, 340.00,10:59:02.815000
29-10-2018,Breath sensor, 630.00,10:59:02.833000
29-10-2018,Pulse sensor, 1599.00,10:59:03.299000
29-10-2018,GSR sensor, 328.00,10:59:03.314000
29-10-2018,Breath sensor, 626.00,10:59:03.331000
29-10-2018,Pulse sensor, 1797.00,10:59:03.801000
29-10-2018,GSR sensor, 326.00,10:59:03.859000
29-10-2018,Breath sensor, 628.00,10:59:03.875000
29-10-2018,Pulse sensor, 1769.00,10:59:04.298000
29-10-2018,GSR sensor, 322.00,10:59:04.315000
29-10-2018,Breath sensor, 630.00,10:59:04.332000
29-10-2018,Pulse sensor, 1589.00,10:59:04.798000
29-10-2018,GSR sensor, 324.00,10:59:04.815000
29-10-2018,Breath sensor, 624.00,10:59:04.833000
29-10-2018,Pulse sensor, 1704.00,10:59:05.297000
29-10-2018,GSR sensor, 321.00,10:59:05.314000
29-10-2018,Breath sensor, 629.00,10:59:05.332000
29-10-2018,Pulse sensor, 1591.00,10:59:05.798000
29-10-2018,GSR sensor, 320.00,10:59:05.816000
29-10-2018,Breath sensor, 629.00,10:59:05.833000
29-10-2018,Pulse sensor, 1817.00,10:59:06.298000
29-10-2018,GSR sensor, 320.00,10:59:06.314000
29-10-2018,Breath sensor, 629.00,10:59:06.332000
29-10-2018,Pulse sensor, 2607.00,10:59:06.793000
29-10-2018,GSR sensor, 326.00,10:59:06.805000
29-10-2018,Breath sensor, 640.00,10:59:06.818000
29-10-2018,Pulse sensor, 1706.00,10:59:07.296000
29-10-2018,GSR sensor, 328.00,10:59:07.311000
29-10-2018,Breath sensor, 624.00,10:59:07.324000
29-10-2018,Pulse sensor, 2041.00,10:59:07.799000
29-10-2018,GSR sensor, 321.00,10:59:07.814000
29-10-2018,Breath sensor, 630.00,10:59:07.832000
29-10-2018,Pulse sensor, 3023.00,10:59:08.298000
29-10-2018,GSR sensor, 330.00,10:59:08.316000
29-10-2018,Breath sensor, 630.00,10:59:08.333000
29-10-2018,Pulse sensor, 1557.00,10:59:08.799000
29-10-2018,GSR sensor, 328.00,10:59:08.817000
29-10-2018,Breath sensor, 630.00,10:59:08.834000
29-10-2018,Pulse sensor, 1782.00,10:59:09.298000
29-10-2018,GSR sensor, 322.00,10:59:09.314000
29-10-2018,Breath sensor, 630.00,10:59:09.332000
29-10-2018,Pulse sensor, 2511.00,10:59:09.798000
29-10-2018,GSR sensor, 314.00,10:59:09.815000
29-10-2018,Breath sensor, 631.00,10:59:09.833000
29-10-2018,Pulse sensor, 1505.00,10:59:10.297000
29-10-2018,GSR sensor, 320.00,10:59:10.313000
29-10-2018,Breath sensor, 629.00,10:59:10.330000
29-10-2018,Pulse sensor, 1811.00,10:59:10.798000
29-10-2018,GSR sensor, 320.00,10:59:10.814000
29-10-2018,Breath sensor, 628.00,10:59:10.832000
29-10-2018,Pulse sensor, 1765.00,10:59:11.299000
29-10-2018,GSR sensor, 333.00,10:59:11.316000
29-10-2018,Breath sensor, 625.00,10:59:11.333000
29-10-2018,Pulse sensor, 2901.00,10:59:11.798000
29-10-2018,GSR sensor, 333.00,10:59:11.815000
29-10-2018,Breath sensor, 630.00,10:59:11.833000
29-10-2018,Pulse sensor, 1457.00,10:59:12.298000
29-10-2018,GSR sensor, 328.00,10:59:12.313000
29-10-2018,Breath sensor, 631.00,10:59:12.331000
29-10-2018,Pulse sensor, 1659.00,10:59:12.798000
29-10-2018,GSR sensor, 320.00,10:59:12.813000
29-10-2018,Breath sensor, 629.00,10:59:12.831000
29-10-2018,Pulse sensor, 1915.00,10:59:13.298000
29-10-2018,GSR sensor, 308.00,10:59:13.316000
29-10-2018,Breath sensor, 628.00,10:59:13.333000
29-10-2018,Pulse sensor, 1424.00,10:59:13.799000
29-10-2018,GSR sensor, 308.00,10:59:13.876000
29-10-2018,Breath sensor, 626.00,10:59:13.893000
29-10-2018,Pulse sensor, 2367.00,10:59:14.298000
29-10-2018,GSR sensor, 304.00,10:59:14.315000
29-10-2018,Breath sensor, 629.00,10:59:14.332000
29-10-2018,Pulse sensor, 1489.00,10:59:14.799000
29-10-2018,GSR sensor, 304.00,10:59:14.815000
29-10-2018,Breath sensor, 630.00,10:59:14.833000
29-10-2018,Pulse sensor, 1385.00,10:59:15.298000
29-10-2018,GSR sensor, 300.00,10:59:15.314000
29-10-2018,Breath sensor, 635.00,10:59:15.334000
29-10-2018,Pulse sensor, 1492.00,10:59:15.799000
29-10-2018,GSR sensor, 299.00,10:59:15.814000
29-10-2018,Breath sensor, 624.00,10:59:15.831000
29-10-2018,Pulse sensor, 1694.00,10:59:16.298000
29-10-2018,GSR sensor, 304.00,10:59:16.315000
29-10-2018,Breath sensor, 634.00,10:59:16.333000
29-10-2018,Pulse sensor, 2294.00,10:59:16.798000
29-10-2018,GSR sensor, 305.00,10:59:16.815000
29-10-2018,Breath sensor, 631.00,10:59:16.832000
29-10-2018,Pulse sensor, 1498.00,10:59:17.298000
29-10-2018,GSR sensor, 310.00,10:59:17.314000
29-10-2018,Breath sensor, 629.00,10:59:17.331000
29-10-2018,Pulse sensor, 1591.00,10:59:17.798000
29-10-2018,GSR sensor, 314.00,10:59:17.816000
29-10-2018,Breath sensor, 629.00,10:59:17.877000
29-10-2018,Pulse sensor, 2181.00,10:59:18.298000
29-10-2018,GSR sensor, 320.00,10:59:18.314000
29-10-2018,Breath sensor, 626.00,10:59:18.331000
29-10-2018,Pulse sensor, 1574.00,10:59:18.799000
29-10-2018,GSR sensor, 320.00,10:59:18.815000
29-10-2018,Breath sensor, 632.00,10:59:18.876000
29-10-2018,Pulse sensor, 1629.00,10:59:19.299000
29-10-2018,GSR sensor, 307.00,10:59:19.314000
29-10-2018,Breath sensor, 630.00,10:59:19.330000
29-10-2018,Pulse sensor, 1886.00,10:59:19.799000
29-10-2018,GSR sensor, 306.00,10:59:19.814000
29-10-2018,Breath sensor, 629.00,10:59:19.831000
29-10-2018,Pulse sensor, 1783.00,10:59:20.298000
29-10-2018,GSR sensor, 307.00,10:59:20.313000
29-10-2018,Breath sensor, 578.00,10:59:20.330000
29-10-2018,Pulse sensor, 2911.00,10:59:20.799000
29-10-2018,GSR sensor, 324.00,10:59:20.815000
29-10-2018,Breath sensor, 624.00,10:59:20.832000
29-10-2018,Pulse sensor, 1758.00,10:59:21.299000
29-10-2018,GSR sensor, 316.00,10:59:21.314000
29-10-2018,Breath sensor, 630.00,10:59:21.332000
29-10-2018,Pulse sensor, 2138.00,10:59:21.799000
29-10-2018,GSR sensor, 313.00,10:59:21.814000
29-10-2018,Breath sensor, 628.00,10:59:21.831000
29-10-2018,Pulse sensor, 1616.00,10:59:22.298000
29-10-2018,GSR sensor, 307.00,10:59:22.359000
29-10-2018,Breath sensor, 629.00,10:59:22.375000
29-10-2018,Pulse sensor, 1856.00,10:59:22.798000
29-10-2018,GSR sensor, 316.00,10:59:22.815000
29-10-2018,Breath sensor, 630.00,10:59:22.833000
29-10-2018,Pulse sensor, 1579.00,10:59:23.297000
29-10-2018,GSR sensor, 320.00,10:59:23.314000
29-10-2018,Breath sensor, 632.00,10:59:23.332000
29-10-2018,Pulse sensor, 1584.00,10:59:23.798000
29-10-2018,GSR sensor, 320.00,10:59:23.814000
29-10-2018,Breath sensor, 630.00,10:59:23.832000
29-10-2018,Pulse sensor, 1666.00,10:59:24.295000
29-10-2018,GSR sensor, 313.00,10:59:24.310000
29-10-2018,Breath sensor, 626.00,10:59:24.325000
29-10-2018,Pulse sensor, 1702.00,10:59:24.799000
29-10-2018,GSR sensor, 320.00,10:59:24.816000
29-10-2018,Breath sensor, 617.00,10:59:24.833000
29-10-2018,Pulse sensor, 1590.00,10:59:25.298000
29-10-2018,GSR sensor, 320.00,10:59:25.315000
29-10-2018,Breath sensor, 632.00,10:59:25.333000
29-10-2018,Pulse sensor, 2821.00,10:59:25.798000
29-10-2018,GSR sensor, 322.00,10:59:25.815000
29-10-2018,Breath sensor, 629.00,10:59:25.832000
29-10-2018,Pulse sensor, 1595.00,10:59:26.299000
29-10-2018,GSR sensor, 320.00,10:59:26.315000
29-10-2018,Breath sensor, 627.00,10:59:26.331000
29-10-2018,Pulse sensor, 1602.00,10:59:26.798000
29-10-2018,GSR sensor, 322.00,10:59:26.814000
29-10-2018,Breath sensor, 630.00,10:59:26.861000
29-10-2018,Pulse sensor, 1451.00,10:59:27.299000
29-10-2018,GSR sensor, 322.00,10:59:27.314000
29-10-2018,Breath sensor, 626.00,10:59:27.330000
29-10-2018,Pulse sensor, 1644.00,10:59:27.800000
29-10-2018,GSR sensor, 320.00,10:59:27.814000
29-10-2018,Breath sensor, 627.00,10:59:27.880000
29-10-2018,Pulse sensor, 1915.00,10:59:28.298000
29-10-2018,GSR sensor, 334.00,10:59:28.314000
29-10-2018,Breath sensor, 626.00,10:59:28.332000
29-10-2018,Pulse sensor, 1455.00,10:59:28.798000
29-10-2018,GSR sensor, 337.00,10:59:28.814000
29-10-2018,Breath sensor, 628.00,10:59:28.831000
29-10-2018,Pulse sensor, 1696.00,10:59:29.298000
29-10-2018,GSR sensor, 333.00,10:59:29.314000
29-10-2018,Breath sensor, 629.00,10:59:29.332000
29-10-2018,Pulse sensor, 2495.00,10:59:29.798000
29-10-2018,GSR sensor, 337.00,10:59:29.815000
29-10-2018,Breath sensor, 624.00,10:59:29.832000
29-10-2018,Pulse sensor, 1606.00,10:59:30.298000
29-10-2018,GSR sensor, 224.00,10:59:30.315000
29-10-2018,Breath sensor, 628.00,10:59:30.333000
29-10-2018,Pulse sensor, 1845.00,10:59:30.796000
29-10-2018,GSR sensor, 338.00,10:59:30.812000
29-10-2018,Breath sensor, 632.00,10:59:30.828000
29-10-2018,Pulse sensor, 1574.00,10:59:31.298000
29-10-2018,GSR sensor, 330.00,10:59:31.315000
29-10-2018,Breath sensor, 630.00,10:59:31.333000
29-10-2018,Pulse sensor, 1902.00,10:59:31.799000
29-10-2018,GSR sensor, 334.00,10:59:31.815000
29-10-2018,Breath sensor, 630.00,10:59:31.833000
29-10-2018,Pulse sensor, 1718.00,10:59:32.298000
29-10-2018,GSR sensor, 336.00,10:59:32.315000
29-10-2018,Breath sensor, 629.00,10:59:32.331000
29-10-2018,Pulse sensor, 1535.00,10:59:32.798000
29-10-2018,GSR sensor, 336.00,10:59:32.814000
29-10-2018,Breath sensor, 626.00,10:59:32.833000
29-10-2018,Pulse sensor, 1699.00,10:59:33.297000
29-10-2018,GSR sensor, 321.00,10:59:33.314000
29-10-2018,Breath sensor, 626.00,10:59:33.331000
29-10-2018,Pulse sensor, 2759.00,10:59:33.797000
29-10-2018,GSR sensor, 331.00,10:59:33.815000
29-10-2018,Breath sensor, 628.00,10:59:33.832000
29-10-2018,Pulse sensor, 1535.00,10:59:34.299000
29-10-2018,GSR sensor, 328.00,10:59:34.315000
29-10-2018,Breath sensor, 633.00,10:59:34.332000
29-10-2018,Pulse sensor, 1841.00,10:59:34.798000
29-10-2018,GSR sensor, 323.00,10:59:34.815000
29-10-2018,Breath sensor, 630.00,10:59:34.832000
29-10-2018,Pulse sensor, 1461.00,10:59:35.298000
29-10-2018,GSR sensor, 323.00,10:59:35.314000
29-10-2018,Breath sensor, 629.00,10:59:35.332000
29-10-2018,Pulse sensor, 1661.00,10:59:35.798000
29-10-2018,GSR sensor, 321.00,10:59:35.815000
29-10-2018,Breath sensor, 628.00,10:59:35.832000
29-10-2018,Pulse sensor, 3223.00,10:59:36.297000
29-10-2018,GSR sensor, 324.00,10:59:36.315000
29-10-2018,Breath sensor, 628.00,10:59:36.374000
29-10-2018,Pulse sensor, 1517.00,10:59:36.799000
29-10-2018,GSR sensor, 326.00,10:59:36.813000
29-10-2018,Breath sensor, 628.00,10:59:36.831000
29-10-2018,Pulse sensor, 1589.00,10:59:37.296000
29-10-2018,GSR sensor, 324.00,10:59:37.309000
29-10-2018,Breath sensor, 624.00,10:59:37.322000
29-10-2018,Pulse sensor, 2491.00,10:59:37.799000
29-10-2018,GSR sensor, 320.00,10:59:37.814000
29-10-2018,Breath sensor, 628.00,10:59:37.830000
29-10-2018,Pulse sensor, 1485.00,10:59:38.299000
29-10-2018,GSR sensor, 320.00,10:59:38.314000
29-10-2018,Breath sensor, 628.00,10:59:38.331000
29-10-2018,Pulse sensor, 1793.00,10:59:38.797000
29-10-2018,GSR sensor, 324.00,10:59:38.812000
29-10-2018,Breath sensor, 628.00,10:59:38.828000
29-10-2018,Pulse sensor, 2542.00,10:59:39.301000
29-10-2018,GSR sensor, 449.00,10:59:39.356000
29-10-2018,Breath sensor, 630.00,10:59:39.371000
29-10-2018,Pulse sensor, 1529.00,10:59:39.798000
29-10-2018,GSR sensor, 328.00,10:59:39.814000
29-10-2018,Breath sensor, 628.00,10:59:39.831000
29-10-2018,Pulse sensor, 1795.00,10:59:40.297000
29-10-2018,GSR sensor, 329.00,10:59:40.314000
29-10-2018,Breath sensor, 628.00,10:59:40.373000
29-10-2018,Pulse sensor, 1998.00,10:59:40.798000
29-10-2018,GSR sensor, 331.00,10:59:40.814000
29-10-2018,Breath sensor, 628.00,10:59:40.832000
29-10-2018,Pulse sensor, 1465.00,10:59:41.293000
29-10-2018,GSR sensor, 336.00,10:59:41.305000
29-10-2018,Breath sensor, 628.00,10:59:41.316000
29-10-2018,Pulse sensor, 1520.00,10:59:41.797000
29-10-2018,GSR sensor, 336.00,10:59:41.812000
29-10-2018,Breath sensor, 628.00,10:59:41.826000
29-10-2018,Pulse sensor, 1468.00,10:59:42.297000
29-10-2018,GSR sensor, 334.00,10:59:42.312000
29-10-2018,Breath sensor, 627.00,10:59:42.330000
29-10-2018,Pulse sensor, 1459.00,10:59:42.798000
29-10-2018,GSR sensor, 336.00,10:59:42.814000
29-10-2018,Breath sensor, 630.00,10:59:42.830000
29-10-2018,Pulse sensor, 1686.00,10:59:43.299000
29-10-2018,GSR sensor, 340.00,10:59:43.314000
29-10-2018,Breath sensor, 633.00,10:59:43.331000
29-10-2018,Pulse sensor, 1481.00,10:59:43.797000
29-10-2018,GSR sensor, 369.00,10:59:43.813000
29-10-2018,Breath sensor, 626.00,10:59:43.829000
29-10-2018,Pulse sensor, 1629.00,10:59:44.299000
29-10-2018,GSR sensor, 340.00,10:59:44.315000
29-10-2018,Breath sensor, 625.00,10:59:44.331000
29-10-2018,Pulse sensor, 2243.00,10:59:44.800000
29-10-2018,GSR sensor, 340.00,10:59:44.858000
29-10-2018,Breath sensor, 630.00,10:59:44.874000
29-10-2018,Pulse sensor, 1581.00,10:59:45.298000
29-10-2018,GSR sensor, 337.00,10:59:45.315000
29-10-2018,Breath sensor, 626.00,10:59:45.333000
29-10-2018,Pulse sensor, 1645.00,10:59:45.798000
29-10-2018,GSR sensor, 336.00,10:59:45.813000
29-10-2018,Breath sensor, 625.00,10:59:45.830000
29-10-2018,Pulse sensor, 2288.00,10:59:46.298000
29-10-2018,GSR sensor, 332.00,10:59:46.315000
29-10-2018,Breath sensor, 628.00,10:59:46.333000
29-10-2018,Pulse sensor, 1595.00,10:59:46.798000
29-10-2018,GSR sensor, 333.00,10:59:46.815000
29-10-2018,Breath sensor, 628.00,10:59:46.833000
29-10-2018,Pulse sensor, 1797.00,10:59:47.298000
29-10-2018,GSR sensor, 332.00,10:59:47.314000
29-10-2018,Breath sensor, 626.00,10:59:47.331000
29-10-2018,Pulse sensor, 2113.00,10:59:47.798000
29-10-2018,GSR sensor, 336.00,10:59:47.814000
29-10-2018,Breath sensor, 629.00,10:59:47.832000
29-10-2018,Pulse sensor, 1648.00,10:59:48.298000
29-10-2018,GSR sensor, 321.00,10:59:48.314000
29-10-2018,Breath sensor, 629.00,10:59:48.331000
29-10-2018,Pulse sensor, 1712.00,10:59:48.797000
29-10-2018,GSR sensor, 330.00,10:59:48.813000
29-10-2018,Breath sensor, 627.00,10:59:48.830000
29-10-2018,Pulse sensor, 1556.00,10:59:49.298000
29-10-2018,GSR sensor, 336.00,10:59:49.314000
29-10-2018,Breath sensor, 629.00,10:59:49.331000
29-10-2018,Pulse sensor, 1689.00,10:59:49.797000
29-10-2018,GSR sensor, 332.00,10:59:49.813000
29-10-2018,Breath sensor, 626.00,10:59:49.831000
29-10-2018,Pulse sensor, 1617.00,10:59:50.298000
29-10-2018,GSR sensor, 340.00,10:59:50.314000
29-10-2018,Breath sensor, 628.00,10:59:50.331000
29-10-2018,Pulse sensor, 2112.00,10:59:50.797000
29-10-2018,GSR sensor, 348.00,10:59:50.814000
29-10-2018,Breath sensor, 632.00,10:59:50.832000
29-10-2018,Pulse sensor, 1568.00,10:59:51.293000
29-10-2018,GSR sensor, 352.00,10:59:51.305000
29-10-2018,Breath sensor, 632.00,10:59:51.320000
29-10-2018,Pulse sensor, 1841.00,10:59:51.795000
29-10-2018,GSR sensor, 349.00,10:59:51.809000
29-10-2018,Breath sensor, 632.00,10:59:51.826000
29-10-2018,Pulse sensor, 2045.00,10:59:52.297000
29-10-2018,GSR sensor, 338.00,10:59:52.313000
29-10-2018,Breath sensor, 627.00,10:59:52.331000
29-10-2018,Pulse sensor, 2347.00,10:59:52.797000
29-10-2018,GSR sensor, 353.00,10:59:52.813000
29-10-2018,Breath sensor, 629.00,10:59:52.830000
29-10-2018,Pulse sensor, 1470.00,10:59:53.297000
29-10-2018,GSR sensor, 336.00,10:59:53.313000
29-10-2018,Breath sensor, 631.00,10:59:53.331000
29-10-2018,Pulse sensor, 1706.00,10:59:53.797000
29-10-2018,GSR sensor, 332.00,10:59:53.815000
29-10-2018,Breath sensor, 628.00,10:59:53.833000
29-10-2018,Pulse sensor, 1731.00,10:59:54.297000
29-10-2018,GSR sensor, 329.00,10:59:54.314000
29-10-2018,Breath sensor, 630.00,10:59:54.331000
29-10-2018,Pulse sensor, 1491.00,10:59:54.797000
29-10-2018,GSR sensor, 336.00,10:59:54.813000
29-10-2018,Breath sensor, 617.00,10:59:54.831000
29-10-2018,Pulse sensor, 1706.00,10:59:55.298000
29-10-2018,GSR sensor, 326.00,10:59:55.314000
29-10-2018,Breath sensor, 624.00,10:59:55.332000
29-10-2018,Pulse sensor, 3071.00,10:59:55.797000
29-10-2018,GSR sensor, 332.00,10:59:55.813000
29-10-2018,Breath sensor, 630.00,10:59:55.830000
29-10-2018,Pulse sensor, 1457.00,10:59:56.297000
29-10-2018,GSR sensor, 332.00,10:59:56.314000
29-10-2018,Breath sensor, 630.00,10:59:56.331000
29-10-2018,Pulse sensor, 1824.00,10:59:56.797000
29-10-2018,GSR sensor, 328.00,10:59:56.815000
29-10-2018,Breath sensor, 630.00,10:59:56.833000
29-10-2018,Pulse sensor, 1404.00,10:59:57.297000
29-10-2018,GSR sensor, 308.00,10:59:57.314000
29-10-2018,Breath sensor, 630.00,10:59:57.331000
29-10-2018,Pulse sensor, 1725.00,10:59:57.797000
29-10-2018,GSR sensor, 326.00,10:59:57.813000
29-10-2018,Breath sensor, 630.00,10:59:57.830000
29-10-2018,Pulse sensor, 2448.00,10:59:58.297000
29-10-2018,GSR sensor, 329.00,10:59:58.313000
29-10-2018,Breath sensor, 629.00,10:59:58.331000
29-10-2018,Pulse sensor, 1393.00,10:59:58.797000
29-10-2018,GSR sensor, 324.00,10:59:58.813000
29-10-2018,Breath sensor, 630.00,10:59:58.831000
29-10-2018,Pulse sensor, 1488.00,10:59:59.297000
29-10-2018,GSR sensor, 334.00,10:59:59.314000
29-10-2018,Breath sensor, 630.00,10:59:59.331000
29-10-2018,Pulse sensor, 2803.00,10:59:59.797000
29-10-2018,GSR sensor, 336.00,10:59:59.813000
29-10-2018,Breath sensor, 629.00,10:59:59.831000
29-10-2018,Pulse sensor, 1477.00,11:00:00.297000
29-10-2018,GSR sensor, 336.00,11:00:00.315000
29-10-2018,Breath sensor, 632.00,11:00:00.332000
29-10-2018,Pulse sensor, 1829.00,11:00:00.796000
29-10-2018,GSR sensor, 336.00,11:00:00.813000
29-10-2018,Breath sensor, 630.00,11:00:00.830000
29-10-2018,Pulse sensor, 2385.00,11:00:01.297000
29-10-2018,GSR sensor, 332.00,11:00:01.313000
29-10-2018,Breath sensor, 624.00,11:00:01.332000
29-10-2018,Pulse sensor, 1424.00,11:00:01.796000
29-10-2018,GSR sensor, 336.00,11:00:01.814000
29-10-2018,Breath sensor, 635.00,11:00:01.831000
29-10-2018,Pulse sensor, 1910.00,11:00:02.297000
29-10-2018,GSR sensor, 336.00,11:00:02.314000
29-10-2018,Breath sensor, 628.00,11:00:02.378000
29-10-2018,Pulse sensor, 1416.00,11:00:02.797000
29-10-2018,GSR sensor, 336.00,11:00:02.813000
29-10-2018,Breath sensor, 626.00,11:00:02.830000
29-10-2018,Pulse sensor, 1779.00,11:00:03.297000
29-10-2018,GSR sensor, 336.00,11:00:03.313000
29-10-2018,Breath sensor, 624.00,11:00:03.331000
29-10-2018,Pulse sensor, 1935.00,11:00:03.797000
29-10-2018,GSR sensor, 340.00,11:00:03.813000
29-10-2018,Breath sensor, 629.00,11:00:03.831000
29-10-2018,Pulse sensor, 1440.00,11:00:04.298000
29-10-2018,GSR sensor, 352.00,11:00:04.314000
29-10-2018,Breath sensor, 628.00,11:00:04.331000
29-10-2018,Pulse sensor, 1584.00,11:00:04.797000
29-10-2018,GSR sensor, 352.00,11:00:04.814000
29-10-2018,Breath sensor, 628.00,11:00:04.831000
29-10-2018,Pulse sensor, 2447.00,11:00:05.298000
29-10-2018,GSR sensor, 342.00,11:00:05.314000
29-10-2018,Breath sensor, 629.00,11:00:05.332000
29-10-2018,Pulse sensor, 1426.00,11:00:05.797000
29-10-2018,GSR sensor, 341.00,11:00:05.813000
29-10-2018,Breath sensor, 628.00,11:00:05.831000
29-10-2018,Pulse sensor, 1799.00,11:00:06.298000
29-10-2018,GSR sensor, 348.00,11:00:06.313000
29-10-2018,Breath sensor, 630.00,11:00:06.331000
29-10-2018,Pulse sensor, 1410.00,11:00:06.798000
29-10-2018,GSR sensor, 352.00,11:00:06.814000
29-10-2018,Breath sensor, 630.00,11:00:06.832000
29-10-2018,Pulse sensor, 1450.00,11:00:07.297000
29-10-2018,GSR sensor, 356.00,11:00:07.313000
29-10-2018,Breath sensor, 629.00,11:00:07.331000
29-10-2018,Pulse sensor, 1626.00,11:00:07.796000
29-10-2018,GSR sensor, 364.00,11:00:07.813000
29-10-2018,Breath sensor, 627.00,11:00:07.830000
29-10-2018,Pulse sensor, 1571.00,11:00:08.297000
29-10-2018,GSR sensor, 362.00,11:00:08.314000
29-10-2018,Breath sensor, 631.00,11:00:08.331000
29-10-2018,Pulse sensor, 1448.00,11:00:08.798000
29-10-2018,GSR sensor, 363.00,11:00:08.813000
29-10-2018,Breath sensor, 630.00,11:00:08.832000
29-10-2018,Pulse sensor, 1903.00,11:00:09.297000
29-10-2018,GSR sensor, 342.00,11:00:09.314000
29-10-2018,Breath sensor, 629.00,11:00:09.331000
29-10-2018,Pulse sensor, 1505.00,11:00:09.797000
29-10-2018,GSR sensor, 344.00,11:00:09.814000
29-10-2018,Breath sensor, 628.00,11:00:09.832000
29-10-2018,Pulse sensor, 1531.00,11:00:10.297000
29-10-2018,GSR sensor, 352.00,11:00:10.313000
29-10-2018,Breath sensor, 629.00,11:00:10.329000
29-10-2018,Pulse sensor, 2377.00,11:00:10.794000
29-10-2018,GSR sensor, 353.00,11:00:10.809000
29-10-2018,Breath sensor, 629.00,11:00:10.823000
29-10-2018,Pulse sensor, 1483.00,11:00:11.297000
29-10-2018,GSR sensor, 360.00,11:00:11.313000
29-10-2018,Breath sensor, 627.00,11:00:11.331000
29-10-2018,Pulse sensor, 1803.00,11:00:11.798000
29-10-2018,GSR sensor, 352.00,11:00:11.814000
29-10-2018,Breath sensor, 626.00,11:00:11.832000
29-10-2018,Pulse sensor, 2077.00,11:00:12.298000
29-10-2018,GSR sensor, 354.00,11:00:12.315000
29-10-2018,Breath sensor, 628.00,11:00:12.333000
29-10-2018,Pulse sensor, 1475.00,11:00:12.796000
29-10-2018,GSR sensor, 356.00,11:00:12.810000
29-10-2018,Breath sensor, 628.00,11:00:12.825000
29-10-2018,Pulse sensor, 1566.00,11:00:13.297000
29-10-2018,GSR sensor, 352.00,11:00:13.313000
29-10-2018,Breath sensor, 628.00,11:00:13.330000
