time,heart,breath,gsr,date
3558831,2823,1712,480,2019-03-17_20:20:37.490000
3558931,2827,1699,476,2019-03-17_20:20:37.701000
3559031,2831,1703,481,2019-03-17_20:20:37.887000
3559131,2827,1701,490,2019-03-17_20:20:37.969000
3559231,2818,1703,483,2019-03-17_20:20:38.105000
3559331,2823,1698,483,2019-03-17_20:20:38.261000
3559431,2823,1712,481,2019-03-17_20:20:38.448000
3559531,2829,1707,496,2019-03-17_20:20:38.617000
3559631,2829,1709,496,2019-03-17_20:20:38.809000
3559731,2831,1703,494,2019-03-17_20:20:39.008000
3559831,2819,1703,496,2019-03-17_20:20:39.119000
3559931,2827,1710,486,2019-03-17_20:20:39.345000
3560031,2821,1689,490,2019-03-17_20:20:39.514000
3560131,2831,1705,487,2019-03-17_20:20:39.674000
3560231,2831,1703,484,2019-03-17_20:20:39.798000
3560331,2831,1709,502,2019-03-17_20:20:39.979000
3560431,2829,1705,476,2019-03-17_20:20:40.121000
3560531,2830,1701,476,2019-03-17_20:20:40.268000
3560631,2823,1709,473,2019-03-17_20:20:40.416000
3560731,2823,1706,480,2019-03-17_20:20:40.510000
3560831,2827,1701,485,2019-03-17_20:20:40.606000
3560931,2803,1680,474,2019-03-17_20:20:40.702000
3561031,2827,1673,464,2019-03-17_20:20:40.778000
3561131,2837,1705,496,2019-03-17_20:20:40.851000
3561231,2829,1687,477,2019-03-17_20:20:40.954000
3561331,2819,1703,484,2019-03-17_20:20:41.043000
3561431,2823,1702,462,2019-03-17_20:20:41.128000
3561531,2823,1703,499,2019-03-17_20:20:41.319000
3561631,2829,1693,481,2019-03-17_20:20:41.394000
3561731,2828,1704,470,2019-03-17_20:20:41.488000
3561831,2832,1696,486,2019-03-17_20:20:41.579000
3561931,2807,1711,472,2019-03-17_20:20:41.743000
3562031,2829,1706,462,2019-03-17_20:20:41.919000
3562131,2813,1705,462,2019-03-17_20:20:42.050000
3562231,2807,1699,448,2019-03-17_20:20:42.233000
3562331,2806,1718,505,2019-03-17_20:20:42.453000
3562431,2806,1707,472,2019-03-17_20:20:42.634000
3562531,2803,1707,442,2019-03-17_20:20:42.755000
3562631,2813,1699,459,2019-03-17_20:20:42.943000
3562731,2797,1707,462,2019-03-17_20:20:43.069000
3562831,2795,1706,480,2019-03-17_20:20:43.150000
3562931,2839,1698,466,2019-03-17_20:20:43.267000
3563031,2854,1694,461,2019-03-17_20:20:43.397000
3563131,2843,1708,464,2019-03-17_20:20:43.519000
3563231,2837,1719,412,2019-03-17_20:20:43.723000
3563331,2843,1701,460,2019-03-17_20:20:43.880000
3563431,2839,1709,425,2019-03-17_20:20:44.021000
3563531,2864,1713,428,2019-03-17_20:20:44.173000
3563631,2847,1701,432,2019-03-17_20:20:44.315000
3563731,2852,1707,452,2019-03-17_20:20:44.457000
3563831,2844,1703,406,2019-03-17_20:20:44.629000
3563931,2838,1709,420,2019-03-17_20:20:44.806000
3564031,2845,1699,314,2019-03-17_20:20:44.897000
3564131,2896,1697,418,2019-03-17_20:20:45.050000
3564231,2896,1711,434,2019-03-17_20:20:45.243000
3564331,2883,1704,440,2019-03-17_20:20:45.337000
3564431,2890,1701,432,2019-03-17_20:20:45.499000
3564531,2893,1709,406,2019-03-17_20:20:45.782000
3564631,2879,1710,420,2019-03-17_20:20:45.899000
3564731,2883,1709,414,2019-03-17_20:20:46.017000
3564831,2871,1711,406,2019-03-17_20:20:46.155000
3564931,2874,1703,388,2019-03-17_20:20:46.315000
3565031,2879,1698,429,2019-03-17_20:20:46.416000
3565131,2866,1702,396,2019-03-17_20:20:46.570000
3565231,2865,1698,416,2019-03-17_20:20:46.629000
3565331,2851,1709,373,2019-03-17_20:20:46.722000
3565431,2863,1663,398,2019-03-17_20:20:46.918000
3565531,2858,1706,420,2019-03-17_20:20:47.005000
3565631,2849,1712,408,2019-03-17_20:20:47.152000
3565731,2843,1706,374,2019-03-17_20:20:47.251000
3565831,2847,1697,400,2019-03-17_20:20:47.407000
3565931,2839,1701,384,2019-03-17_20:20:47.559000
3566031,2839,1712,393,2019-03-17_20:20:47.681000
3566131,2839,1702,395,2019-03-17_20:20:47.765000
3566231,2843,1699,400,2019-03-17_20:20:47.884000
3566331,2833,1701,396,2019-03-17_20:20:48.021000
3566431,2831,1705,422,2019-03-17_20:20:48.132000
3566531,2832,1712,384,2019-03-17_20:20:48.270000
3566631,2838,1705,396,2019-03-17_20:20:48.349000
3566731,2839,1700,432,2019-03-17_20:20:48.538000
3566831,2853,1709,405,2019-03-17_20:20:48.703000
3566931,2830,1699,432,2019-03-17_20:20:48.878000
3567031,2835,1708,408,2019-03-17_20:20:48.980000
3567131,2847,1701,436,2019-03-17_20:20:49.171000
3567231,2832,1709,422,2019-03-17_20:20:49.334000
3567331,2831,1705,400,2019-03-17_20:20:49.539000
3567431,2827,1712,425,2019-03-17_20:20:49.622000
3567531,2819,1710,429,2019-03-17_20:20:49.687000
3567631,2815,1710,442,2019-03-17_20:20:49.779000
3567731,2813,1713,470,2019-03-17_20:20:50.018000
3567831,2821,1710,458,2019-03-17_20:20:50.135000
3567931,2823,1719,457,2019-03-17_20:20:50.241000
3568031,2815,1694,446,2019-03-17_20:20:50.453000
3568131,2819,1711,437,2019-03-17_20:20:50.706000
3568231,2813,1687,432,2019-03-17_20:20:50.842000
3568331,2811,1705,454,2019-03-17_20:20:50.983000
3568431,2821,1707,440,2019-03-17_20:20:51.149000
3568531,2812,1709,400,2019-03-17_20:20:51.275000
3568631,2815,1702,424,2019-03-17_20:20:51.407000
3568731,2807,1702,448,2019-03-17_20:20:51.548000
3568831,2811,1707,435,2019-03-17_20:20:51.617000
3568931,2805,1714,432,2019-03-17_20:20:51.672000
3569031,2797,1712,448,2019-03-17_20:20:51.738000
3569131,2797,1702,432,2019-03-17_20:20:51.844000
3569231,2791,1702,434,2019-03-17_20:20:51.969000
3569331,2795,1702,454,2019-03-17_20:20:52.075000
3569431,2787,1702,450,2019-03-17_20:20:52.267000
3569531,2787,1709,461,2019-03-17_20:20:52.353000
3569631,2787,1710,439,2019-03-17_20:20:52.591000
3569731,2787,1696,445,2019-03-17_20:20:52.932000
3569831,2795,1708,444,2019-03-17_20:20:53.083000
3569931,2781,1707,400,2019-03-17_20:20:53.155000
3570031,2769,1698,448,2019-03-17_20:20:53.309000
3570131,2782,1710,432,2019-03-17_20:20:53.447000
3570231,2769,1703,464,2019-03-17_20:20:53.593000
3570331,2768,1703,440,2019-03-17_20:20:53.879000
3570431,2769,1706,448,2019-03-17_20:20:53.955000
3570531,2766,1705,409,2019-03-17_20:20:54.177000
3570631,2771,1706,452,2019-03-17_20:20:54.242000
3570731,2767,1704,432,2019-03-17_20:20:54.309000
3570831,2783,1707,480,2019-03-17_20:20:54.447000
3570931,2811,1712,456,2019-03-17_20:20:54.605000
3571031,2811,1710,484,2019-03-17_20:20:54.708000
3571131,2807,1702,480,2019-03-17_20:20:54.882000
3571231,2815,1701,471,2019-03-17_20:20:55.119000
3571331,2815,1716,454,2019-03-17_20:20:55.344000
3571431,2819,1707,462,2019-03-17_20:20:55.528000
3571531,2815,1712,476,2019-03-17_20:20:55.679000
3571631,2811,1680,473,2019-03-17_20:20:55.785000
3571731,2802,1707,480,2019-03-17_20:20:55.902000
3571831,2801,1702,482,2019-03-17_20:20:56.066000
3571931,2795,1700,487,2019-03-17_20:20:56.269000
3572031,2783,1706,480,2019-03-17_20:20:56.409000
3572131,2783,1707,492,2019-03-17_20:20:56.602000
3572231,2769,1702,496,2019-03-17_20:20:56.722000
3572331,2779,1706,484,2019-03-17_20:20:56.870000
3572431,2769,1712,466,2019-03-17_20:20:57.057000
3572531,2832,1712,482,2019-03-17_20:20:57.200000
3572631,2759,1706,480,2019-03-17_20:20:57.314000
3572731,2759,1708,470,2019-03-17_20:20:57.397000
3572831,2771,1711,470,2019-03-17_20:20:57.592000
3572931,2758,1707,466,2019-03-17_20:20:57.724000
3573031,2751,1703,476,2019-03-17_20:20:57.887000
3573131,2763,1711,475,2019-03-17_20:20:57.957000
3573231,2759,1710,473,2019-03-17_20:20:58.079000
3573331,2767,1709,468,2019-03-17_20:20:58.278000
3573431,2757,1708,474,2019-03-17_20:20:58.398000
3573531,2757,1706,474,2019-03-17_20:20:58.518000
3573631,2755,1699,468,2019-03-17_20:20:58.657000
3573731,2767,1709,470,2019-03-17_20:20:58.843000
3573831,2768,1703,464,2019-03-17_20:20:58.988000
3573931,2768,1698,477,2019-03-17_20:20:59.119000
3574031,2769,1704,480,2019-03-17_20:20:59.244000
3574131,2774,1687,486,2019-03-17_20:20:59.417000
3574231,2779,1703,478,2019-03-17_20:20:59.620000
3574331,2783,1707,484,2019-03-17_20:20:59.712000
3574431,2799,1698,486,2019-03-17_20:20:59.879000
3574531,2800,1696,493,2019-03-17_20:21:00.074000
3574631,2800,1696,489,2019-03-17_20:21:00.264000
3574731,2802,1702,480,2019-03-17_20:21:00.326000
3574831,2803,1699,483,2019-03-17_20:21:00.432000
3574931,2803,1707,496,2019-03-17_20:21:00.556000
3575031,2798,1708,488,2019-03-17_20:21:00.723000
3575131,2801,1696,485,2019-03-17_20:21:00.808000
3575231,2807,1704,496,2019-03-17_20:21:00.967000
3575331,2800,1712,500,2019-03-17_20:21:01.109000
3575431,2799,1705,492,2019-03-17_20:21:01.194000
3575531,2797,1709,500,2019-03-17_20:21:01.281000
3575631,2787,1705,485,2019-03-17_20:21:01.465000
3575731,2775,1707,523,2019-03-17_20:21:01.760000
3575831,2779,1707,496,2019-03-17_20:21:01.900000
3575931,2782,1701,492,2019-03-17_20:21:02.074000
3576031,2773,1712,508,2019-03-17_20:21:02.316000
3576131,2771,1708,520,2019-03-17_20:21:02.640000
3576231,2769,1705,504,2019-03-17_20:21:02.708000
3576331,2766,1710,524,2019-03-17_20:21:02.774000
3576431,2767,1707,522,2019-03-17_20:21:02.865000
3576531,2771,1710,511,2019-03-17_20:21:02.986000
3576631,2767,1712,505,2019-03-17_20:21:03.183000
3576731,2771,1698,504,2019-03-17_20:21:03.264000
3576831,2778,1775,511,2019-03-17_20:21:03.371000
3576931,2767,1703,496,2019-03-17_20:21:03.540000
3577031,2753,1808,521,2019-03-17_20:21:03.685000
3577131,2749,1693,511,2019-03-17_20:21:03.848000
3577231,2751,1701,504,2019-03-17_20:21:03.905000
3577331,2751,1707,511,2019-03-17_20:21:04.033000
3577431,2743,1703,506,2019-03-17_20:21:04.100000
3577531,2749,1700,503,2019-03-17_20:21:04.275000
3577631,2750,1698,492,2019-03-17_20:21:04.363000
3577731,2747,1703,510,2019-03-17_20:21:04.770000
3577831,2742,1707,501,2019-03-17_20:21:04.942000
3577931,2746,1708,510,2019-03-17_20:21:05.042000
3578031,2739,1709,509,2019-03-17_20:21:05.140000
3578131,2746,1710,528,2019-03-17_20:21:05.256000
3578231,2743,1706,500,2019-03-17_20:21:05.396000
3578331,2743,1712,522,2019-03-17_20:21:05.530000
3578431,2751,1712,506,2019-03-17_20:21:05.651000
3578531,2743,1703,502,2019-03-17_20:21:05.873000
3578631,2739,1701,500,2019-03-17_20:21:05.970000
3578731,2746,1700,482,2019-03-17_20:21:06.125000
3578831,2741,1705,489,2019-03-17_20:21:06.188000
3578931,2750,1699,497,2019-03-17_20:21:06.304000
3579031,2803,1707,522,2019-03-17_20:21:06.405000
3579131,2777,1708,531,2019-03-17_20:21:06.512000
3579231,2773,1711,509,2019-03-17_20:21:06.724000
3579331,2765,1695,529,2019-03-17_20:21:07.140000
3579431,2761,1706,501,2019-03-17_20:21:07.270000
3579531,2759,1703,508,2019-03-17_20:21:07.337000
3579631,2759,1701,510,2019-03-17_20:21:07.403000
3579731,2763,1711,539,2019-03-17_20:21:07.505000
3579831,2757,1710,534,2019-03-17_20:21:07.570000
3579931,2763,1697,530,2019-03-17_20:21:07.639000
3580031,2762,1701,528,2019-03-17_20:21:07.811000
3580131,2763,1697,508,2019-03-17_20:21:07.872000
3580231,2755,1699,541,2019-03-17_20:21:08.074000
3580331,2762,1703,511,2019-03-17_20:21:08.363000
3580431,2768,1699,547,2019-03-17_20:21:08.480000
3580531,2768,1703,551,2019-03-17_20:21:08.559000
3580631,2770,1701,560,2019-03-17_20:21:08.672000
3580731,2767,1695,576,2019-03-17_20:21:08.872000
3580831,2769,1699,576,2019-03-17_20:21:09.120000
3580931,2767,1708,558,2019-03-17_20:21:09.211000
3581031,2770,1703,568,2019-03-17_20:21:09.283000
3581131,2777,1705,545,2019-03-17_20:21:09.358000
3581231,2778,1705,581,2019-03-17_20:21:09.504000
3581331,2773,1705,557,2019-03-17_20:21:09.605000
3581431,2781,1706,553,2019-03-17_20:21:09.795000
3581531,2775,1711,554,2019-03-17_20:21:09.899000
3581631,2783,1703,577,2019-03-17_20:21:10.001000
3581731,2785,1703,578,2019-03-17_20:21:10.138000
3581831,2775,1701,560,2019-03-17_20:21:10.222000
3581931,2782,1703,560,2019-03-17_20:21:10.336000
3582031,2771,1702,582,2019-03-17_20:21:10.498000
3582131,2775,1706,558,2019-03-17_20:21:10.669000
3582231,2781,1706,576,2019-03-17_20:21:10.730000
3582331,2783,1703,562,2019-03-17_20:21:10.869000
3582431,2778,1712,594,2019-03-17_20:21:11.089000
3582531,2781,1711,576,2019-03-17_20:21:11.450000
3582631,2783,1711,592,2019-03-17_20:21:11.559000
3582731,2787,1696,608,2019-03-17_20:21:11.753000
3582831,2783,1711,560,2019-03-17_20:21:11.848000
3582931,2795,1709,608,2019-03-17_20:21:11.976000
3583031,2791,1706,612,2019-03-17_20:21:12.111000
3583131,2803,1680,584,2019-03-17_20:21:12.311000
3583231,2799,1706,609,2019-03-17_20:21:12.390000
3583331,2796,1696,592,2019-03-17_20:21:12.528000
3583431,2791,1712,610,2019-03-17_20:21:12.649000
3583531,2803,1697,592,2019-03-17_20:21:12.787000
3583631,2805,1696,589,2019-03-17_20:21:12.937000
3583731,2803,1702,576,2019-03-17_20:21:13.098000
3583831,2799,1711,592,2019-03-17_20:21:13.180000
3583931,2803,1712,603,2019-03-17_20:21:13.302000
3584031,2805,1707,618,2019-03-17_20:21:13.394000
3584131,2805,1708,609,2019-03-17_20:21:13.679000
3584231,2802,1697,625,2019-03-17_20:21:13.825000
3584331,2815,1707,624,2019-03-17_20:21:13.953000
3584431,2823,1701,604,2019-03-17_20:21:14.050000
3584531,2819,1712,640,2019-03-17_20:21:14.139000
3584631,2819,1697,629,2019-03-17_20:21:14.275000
3584731,2814,1697,645,2019-03-17_20:21:14.396000
3584831,2819,1699,641,2019-03-17_20:21:14.521000
3584931,2826,1702,624,2019-03-17_20:21:14.673000
3585031,2821,1703,640,2019-03-17_20:21:14.878000
3585131,2835,1712,609,2019-03-17_20:21:14.971000
3585231,2837,1706,634,2019-03-17_20:21:15.140000
3585331,2832,1706,634,2019-03-17_20:21:15.399000
3585431,2843,1718,620,2019-03-17_20:21:15.530000
3585531,2835,1705,608,2019-03-17_20:21:15.671000
3585631,2835,1713,601,2019-03-17_20:21:15.817000
3585731,2835,1701,624,2019-03-17_20:21:16.157000
3585831,2843,1707,592,2019-03-17_20:21:16.343000
3585931,2847,1702,604,2019-03-17_20:21:16.449000
3586031,2847,1702,594,2019-03-17_20:21:16.622000
3586131,2843,1708,599,2019-03-17_20:21:16.818000
3586231,2847,1712,626,2019-03-17_20:21:16.984000
3586331,2847,1703,602,2019-03-17_20:21:17.186000
3586431,2847,1702,623,2019-03-17_20:21:17.340000
3586531,2845,1701,583,2019-03-17_20:21:17.547000
3586631,2861,1701,586,2019-03-17_20:21:17.680000
3586731,2847,1698,608,2019-03-17_20:21:17.843000
3586831,2855,1702,620,2019-03-17_20:21:18.123000
3586931,2855,1683,618,2019-03-17_20:21:18.285000
3587031,2865,1698,622,2019-03-17_20:21:18.421000
3587131,2846,1709,546,2019-03-17_20:21:18.500000
3587231,2859,1724,592,2019-03-17_20:21:18.715000
3587331,2862,1722,560,2019-03-17_20:21:18.801000
3587431,2862,1710,562,2019-03-17_20:21:19.026000
3587531,2871,1696,584,2019-03-17_20:21:19.090000
3587631,2870,1700,576,2019-03-17_20:21:19.161000
3587731,2879,1703,566,2019-03-17_20:21:19.251000
3587831,2881,1723,580,2019-03-17_20:21:19.427000
3587931,2885,1705,558,2019-03-17_20:21:19.627000
3588031,2886,1703,544,2019-03-17_20:21:19.797000
3588131,2891,1710,576,2019-03-17_20:21:19.985000
3588231,2896,1699,560,2019-03-17_20:21:20.172000
3588331,2881,1701,570,2019-03-17_20:21:20.351000
3588431,2874,1706,565,2019-03-17_20:21:20.494000
3588531,2869,1705,566,2019-03-17_20:21:20.664000
3588631,2869,1710,549,2019-03-17_20:21:20.750000
3588731,2862,1701,560,2019-03-17_20:21:20.871000
3588831,2864,1705,551,2019-03-17_20:21:20.955000
3588931,2870,1702,554,2019-03-17_20:21:21.097000
3589031,2866,1701,565,2019-03-17_20:21:21.250000
3589131,2878,1698,592,2019-03-17_20:21:21.430000
3589231,2879,1711,589,2019-03-17_20:21:21.646000
3589331,2864,1712,552,2019-03-17_20:21:21.745000
3589431,2855,1706,510,2019-03-17_20:21:21.954000
3589531,2857,1699,560,2019-03-17_20:21:22.060000
3589631,2869,1707,588,2019-03-17_20:21:22.120000
3589731,2864,1707,558,2019-03-17_20:21:22.190000
3589831,2866,1699,576,2019-03-17_20:21:22.255000
3589931,2865,1698,586,2019-03-17_20:21:22.343000
3590031,2867,1707,551,2019-03-17_20:21:22.475000
3590131,2863,1702,558,2019-03-17_20:21:22.575000
3590231,2867,1708,593,2019-03-17_20:21:22.665000
3590331,2869,1707,576,2019-03-17_20:21:22.750000
3590431,2865,1707,560,2019-03-17_20:21:22.907000
3590531,2859,1706,548,2019-03-17_20:21:23.060000
3590631,2867,1702,560,2019-03-17_20:21:23.149000
3590731,2865,1705,572,2019-03-17_20:21:23.253000
3590831,2869,1699,576,2019-03-17_20:21:23.462000
3590931,2850,1710,581,2019-03-17_20:21:23.552000
3591031,2863,1703,576,2019-03-17_20:21:23.713000
3591131,2867,1692,576,2019-03-17_20:21:23.797000
3591231,2866,1691,581,2019-03-17_20:21:23.922000
3591331,2855,1695,576,2019-03-17_20:21:24.082000
3591431,2862,1695,560,2019-03-17_20:21:24.154000
3591531,2859,1705,568,2019-03-17_20:21:24.230000
3591631,2847,1703,545,2019-03-17_20:21:24.308000
3591731,2847,1701,576,2019-03-17_20:21:24.401000
3591831,2855,1703,580,2019-03-17_20:21:24.604000
3591931,2862,1709,535,2019-03-17_20:21:24.739000
3592031,2853,1699,565,2019-03-17_20:21:24.953000
3592131,2861,1705,560,2019-03-17_20:21:25.020000
3592231,2855,1699,592,2019-03-17_20:21:25.092000
3592331,2855,1699,596,2019-03-17_20:21:25.281000
3592431,2847,1707,584,2019-03-17_20:21:25.487000
3592531,2853,1693,576,2019-03-17_20:21:25.580000
3592631,2847,1703,570,2019-03-17_20:21:25.785000
3592731,2859,1695,564,2019-03-17_20:21:25.875000
3592831,2847,1696,560,2019-03-17_20:21:26.045000
3592931,2861,1695,559,2019-03-17_20:21:26.237000
3593031,2863,1705,563,2019-03-17_20:21:26.308000
3593131,2857,1703,557,2019-03-17_20:21:26.515000
3593231,2851,1706,550,2019-03-17_20:21:26.664000
3593331,2855,1701,544,2019-03-17_20:21:26.778000
3593431,2855,1714,564,2019-03-17_20:21:26.919000
3593531,2847,1700,563,2019-03-17_20:21:27.111000
3593631,2855,1699,564,2019-03-17_20:21:27.298000
3593731,2855,1697,560,2019-03-17_20:21:27.490000
3593831,2847,1707,526,2019-03-17_20:21:27.598000
3593931,2846,1702,566,2019-03-17_20:21:27.723000
3594031,2843,1700,562,2019-03-17_20:21:27.978000
3594131,2832,1700,548,2019-03-17_20:21:28.137000
3594231,2839,1707,560,2019-03-17_20:21:28.338000
3594331,2847,1702,556,2019-03-17_20:21:28.568000
3594431,2847,1705,576,2019-03-17_20:21:28.701000
3594531,2832,1706,548,2019-03-17_20:21:28.788000
3594631,2839,1701,560,2019-03-17_20:21:28.876000
3594731,2845,1708,547,2019-03-17_20:21:29.021000
3594831,2845,1707,558,2019-03-17_20:21:29.102000
3594931,2847,1705,544,2019-03-17_20:21:29.227000
3595031,2839,1699,549,2019-03-17_20:21:29.350000
3595131,2843,1710,560,2019-03-17_20:21:29.466000
3595231,2847,1697,560,2019-03-17_20:21:29.640000
3595331,2845,1703,544,2019-03-17_20:21:29.832000
3595431,2833,1701,546,2019-03-17_20:21:29.983000
3595531,2843,1680,528,2019-03-17_20:21:30.107000
3595631,2850,1691,544,2019-03-17_20:21:30.269000
3595731,2835,1711,545,2019-03-17_20:21:30.538000
3595831,2845,1710,528,2019-03-17_20:21:30.704000
3595931,2834,1699,545,2019-03-17_20:21:30.908000
3596031,2835,1707,548,2019-03-17_20:21:31.043000
3596131,2838,1705,560,2019-03-17_20:21:31.160000
3596231,2839,1703,531,2019-03-17_20:21:31.296000
3596331,2839,1702,553,2019-03-17_20:21:31.398000
3596431,2837,1689,528,2019-03-17_20:21:31.543000
3596531,2839,1706,538,2019-03-17_20:21:31.715000
3596631,2846,1703,545,2019-03-17_20:21:31.852000
3596731,2845,1702,550,2019-03-17_20:21:31.951000
3596831,2846,1707,555,2019-03-17_20:21:32.125000
3596931,2832,1702,560,2019-03-17_20:21:32.299000
3597031,2862,1702,540,2019-03-17_20:21:32.446000
3597131,2847,1679,540,2019-03-17_20:21:32.577000
3597231,2851,1701,557,2019-03-17_20:21:32.708000
3597331,2847,1703,540,2019-03-17_20:21:32.927000
3597431,2847,1699,545,2019-03-17_20:21:33.000000
3597531,2863,1715,545,2019-03-17_20:21:33.103000
3597631,2855,1709,551,2019-03-17_20:21:33.215000
3597731,2854,1702,549,2019-03-17_20:21:33.371000
3597831,2847,1697,551,2019-03-17_20:21:33.519000
3597931,2847,1705,549,2019-03-17_20:21:33.745000
3598031,2847,1705,552,2019-03-17_20:21:33.906000
3598131,2843,1702,549,2019-03-17_20:21:34.043000
3598231,2851,1701,558,2019-03-17_20:21:34.198000
3598331,2854,1705,548,2019-03-17_20:21:34.386000
3598431,2854,1705,530,2019-03-17_20:21:34.588000
3598531,2863,1698,546,2019-03-17_20:21:34.679000
3598631,2855,1696,557,2019-03-17_20:21:34.866000
3598731,2843,1708,546,2019-03-17_20:21:35.047000
3598831,2859,1692,547,2019-03-17_20:21:35.176000
3598931,2855,1705,546,2019-03-17_20:21:35.278000
3599031,2863,1709,550,2019-03-17_20:21:35.424000
3599131,2864,1699,544,2019-03-17_20:21:35.595000
3599231,2896,1702,540,2019-03-17_20:21:35.756000
3599331,2869,1711,528,2019-03-17_20:21:35.873000
3599431,2871,1707,532,2019-03-17_20:21:36.063000
3599531,2848,1704,541,2019-03-17_20:21:36.252000
3599631,2845,1697,540,2019-03-17_20:21:36.392000
3599731,2865,1703,544,2019-03-17_20:21:36.546000
3599831,2867,1698,538,2019-03-17_20:21:36.715000
3599931,2870,1697,546,2019-03-17_20:21:36.919000
3600031,2871,1699,538,2019-03-17_20:21:37.057000
3600131,2864,1707,556,2019-03-17_20:21:37.233000
3600231,2858,1703,554,2019-03-17_20:21:37.352000
3600331,2847,1701,544,2019-03-17_20:21:37.566000
3600431,2843,1702,534,2019-03-17_20:21:37.789000
3600531,2867,1709,557,2019-03-17_20:21:37.951000
3600631,2881,1701,546,2019-03-17_20:21:38.134000
3600731,2883,1705,556,2019-03-17_20:21:38.306000
3600831,2879,1703,546,2019-03-17_20:21:38.425000
3600931,2864,1708,561,2019-03-17_20:21:38.635000
3601031,2867,1708,564,2019-03-17_20:21:38.746000
3601131,2925,1706,562,2019-03-17_20:21:38.905000
3601231,2895,1702,552,2019-03-17_20:21:39.181000
3601331,2883,1708,553,2019-03-17_20:21:39.332000
3601431,2942,1707,549,2019-03-17_20:21:39.517000
3601531,2928,1703,546,2019-03-17_20:21:39.729000
3601631,2928,1707,542,2019-03-17_20:21:39.873000
3601731,2911,1706,550,2019-03-17_20:21:40.101000
3601831,2911,1703,556,2019-03-17_20:21:40.252000
3601931,2919,1710,550,2019-03-17_20:21:40.389000
3602031,3031,1702,565,2019-03-17_20:21:40.488000
3602131,3063,1703,556,2019-03-17_20:21:40.738000
3602231,3245,1711,548,2019-03-17_20:21:40.912000
3602331,3165,1705,552,2019-03-17_20:21:41.098000
3602431,3121,1713,548,2019-03-17_20:21:41.259000
3602531,3139,1699,554,2019-03-17_20:21:41.442000
3602631,3167,1701,553,2019-03-17_20:21:41.524000
3602731,3165,1697,560,2019-03-17_20:21:41.674000
3602831,3167,1710,552,2019-03-17_20:21:41.922000
3602931,3175,1698,528,2019-03-17_20:21:41.987000
3603031,3235,1709,554,2019-03-17_20:21:42.041000
3603131,3219,1697,546,2019-03-17_20:21:42.101000
3603231,3213,1710,542,2019-03-17_20:21:42.244000
3603331,3211,1703,540,2019-03-17_20:21:42.308000
3603431,3207,1699,544,2019-03-17_20:21:42.464000
3603531,3191,1698,541,2019-03-17_20:21:42.559000
3603631,3167,1701,541,2019-03-17_20:21:42.640000
3603731,3163,1710,546,2019-03-17_20:21:42.818000
3603831,3151,1716,544,2019-03-17_20:21:42.943000
3603931,3135,1699,549,2019-03-17_20:21:43.090000
3604031,3103,1696,544,2019-03-17_20:21:43.245000
3604131,3071,1702,550,2019-03-17_20:21:43.362000
3604231,3059,1701,539,2019-03-17_20:21:43.535000
3604331,3047,1703,541,2019-03-17_20:21:43.660000
3604431,3025,1703,544,2019-03-17_20:21:43.762000
3604531,3019,1702,528,2019-03-17_20:21:43.832000
3604631,3019,1706,536,2019-03-17_20:21:43.899000
3604731,3007,1699,545,2019-03-17_20:21:43.959000
3604831,3002,1705,528,2019-03-17_20:21:44.159000
3604931,2993,1709,536,2019-03-17_20:21:44.217000
3605031,2992,1703,530,2019-03-17_20:21:44.450000
3605131,2993,1702,528,2019-03-17_20:21:44.607000
3605231,2989,1705,511,2019-03-17_20:21:44.754000
3605331,2987,1709,528,2019-03-17_20:21:44.988000
3605431,2983,1697,522,2019-03-17_20:21:45.137000
3605531,2978,1696,524,2019-03-17_20:21:45.295000
3605631,2975,1700,524,2019-03-17_20:21:45.521000
3605731,2963,1697,531,2019-03-17_20:21:45.589000
3605831,2967,1697,520,2019-03-17_20:21:45.773000
3605931,2963,1723,511,2019-03-17_20:21:45.929000
3606031,2963,1712,510,2019-03-17_20:21:46.035000
3606131,2965,1710,511,2019-03-17_20:21:46.162000
3606231,2959,1682,510,2019-03-17_20:21:46.239000
3606331,2959,1709,528,2019-03-17_20:21:46.328000
3606431,2965,1698,496,2019-03-17_20:21:46.588000
3606531,2967,1698,523,2019-03-17_20:21:46.671000
3606631,2957,1707,511,2019-03-17_20:21:46.786000
3606731,2961,1703,510,2019-03-17_20:21:46.900000
3606831,2958,1708,521,2019-03-17_20:21:47.089000
3606931,2957,1698,502,2019-03-17_20:21:47.257000
3607031,2967,1703,502,2019-03-17_20:21:47.397000
3607131,2967,1707,511,2019-03-17_20:21:47.600000
3607231,2959,1707,511,2019-03-17_20:21:47.706000
3607331,2961,1710,508,2019-03-17_20:21:47.844000
3607431,2966,1699,499,2019-03-17_20:21:47.905000
3607531,2959,1699,506,2019-03-17_20:21:47.967000
3607631,2959,1701,502,2019-03-17_20:21:48.081000
3607731,2958,1706,504,2019-03-17_20:21:48.162000
3607831,2971,1709,501,2019-03-17_20:21:48.253000
3607931,2970,1701,511,2019-03-17_20:21:48.398000
3608031,2965,1698,508,2019-03-17_20:21:48.457000
3608131,2957,1683,520,2019-03-17_20:21:48.518000
3608231,2957,1705,511,2019-03-17_20:21:48.649000
3608331,2958,1703,522,2019-03-17_20:21:48.825000
3608431,2955,1705,498,2019-03-17_20:21:48.983000
3608531,2959,1705,509,2019-03-17_20:21:49.178000
3608631,2983,1699,523,2019-03-17_20:21:49.389000
